mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,spectral_contrast1,spectral_contrast2,spectral_contrast3,spectral_contrast4,spectral_contrast5,spectral_contrast6,spectral_contrast7,spectral_centroid,tempo,onset_env_mean,onset_env_std,f0_mean,f0_std,label
-114.72796173095703,123.0706298828125,-20.637211418151857,43.80103759765625,-7.827362871170044,20.037861633300782,-15.122338676452637,16.688138580322267,-13.609029579162598,12.244756126403809,-9.570902061462402,9.991286849975586,-4.780043983459473,6.82710599899292,-6.15458927154541,1.7110642313957214,-2.552624762058258,0.3958109438419342,-3.04077205657959,1.881191611289978,0.36343926191329956,0.3697899281978607,0.4398765563964844,0.2440653145313263,0.2498284786939621,0.33647164702415466,0.3649842381477356,0.4349131166934967,0.29606918096542356,0.31698829531669614,0.40729535222053526,0.3841012537479401,15.871346181729503,15.09268060715091,18.49128250785752,18.33917178085619,18.867374014954585,17.180489211734102,39.41770423122576,1784.8734401547724,[124.27734375],1.380320167541504,1.4786136627197266,191.529345703125,95.8498291015625,blues
-209.3490234375,126.49994812011718,6.502518367767334,38.0833740234375,0.6841253280639649,23.50638198852539,-10.437050151824952,25.1429500579834,-11.709302139282226,13.363652610778809,-6.899709987640381,6.595863580703735,-3.3128595679998396,5.151519614458084,-6.797556447982788,1.66046362221241,-1.2940580010414124,0.80022634267807,-0.7319920897483826,0.8572504550218583,0.457612144947052,0.34330678582191465,0.32028779685497283,0.20862846523523332,0.20107659101486205,0.32914807796478274,0.39842495918273924,0.5616882026195527,0.3813013076782227,0.256695619225502,0.2819762289524078,0.33519685864448545,15.985788025470077,17.085237502317973,19.206659489814825,19.13237601878909,18.274742482631048,17.51131893795472,37.278118987605495,1531.2143123503358,[75.58415834],1.451688575744629,2.0273439407348635,150.28486328125,92.80324096679688,blues
-91.77088775634766,141.66966552734374,-30.168092346191408,32.83204345703125,-15.086376190185547,26.819747543334962,-14.713619613647461,12.666818618774414,-12.760821914672851,10.698067378997802,-14.062856483459473,6.683035945892334,-9.748722457885743,-0.2719214864075184,-9.955835151672364,3.1709371984004973,-8.365490055084228,-1.1956072866916656,-3.9686582326889037,-1.735649585723877,0.30977330207824705,0.1941024661064148,0.2934755772352219,0.396017849445343,0.5451902091503144,0.34753448367118833,0.303380611538887,0.2871345430612564,0.32141460180282594,0.3986962080001831,0.3732966840267181,0.5952503561973572,26.20220731470017,14.13644581383117,17.643466562316362,19.360819977028086,20.40070698201738,18.290249047333038,38.762958065015,1551.905672222461,[161.49902344],1.6208370208740235,1.914885902404785,172.8836669921875,87.05496215820312,blues
-200.175,150.8838897705078,4.994569444656372,27.470381927490234,1.2444921724498272,14.709310913085938,-5.196704769134522,9.654330062866212,-1.0602070808410644,8.458439826965332,-3.4787386894226073,6.318328619003296,-2.67754271030426,-0.8660203397274018,-3.010010266304016,0.9208827793598175,-3.3947392463684083,0.7502827405929565,-0.6509151816368103,-3.341705298423767,0.3477924942970276,0.40056431889533994,0.5216682016849518,0.5455541491508484,0.6535251379013062,0.5200498282909394,0.37357537150382997,0.25770473182201387,0.24481297731399537,0.31451992988586425,0.31556175351142884,0.3820416271686554,29.463471126487946,14.847320416481693,17.191701363092683,18.63738036648511,18.45357439224249,16.799322195656067,34.04589872007888,1070.3022718605994,[106.72065549],1.2451457023620605,1.741949462890625,107.79853515625,65.5435546875,blues
-163.01532592773438,129.74896392822265,-38.97078018188476,25.483819580078126,-35.725189208984375,14.002819061279297,-26.356934356689454,3.435840201377869,-14.476887130737305,3.7642922401428223,-15.449648475646972,-0.6363485336303711,-8.87769374847412,-5.768779850006103,-10.703073883056641,-3.1853596925735475,-6.5570958137512205,0.03035939931869507,-5.128382587432862,-11.112805843353271,0.22149805426597596,0.3308953046798706,0.37365217208862306,0.23209957778453827,0.2742902487516403,0.48699023723602297,0.20509390234947206,0.1819813147187233,0.2760662347078323,0.398103803396225,0.50007866024971,0.22409989237785338,16.933584006488893,15.714335600927717,19.126496632256334,20.501244462473117,20.76419086394268,19.70285389565408,37.157552637380874,1834.859294878793,[137.51027961],1.645123291015625,1.9749614715576171,272.797900390625,50.73150634765625,blues
-182.13671875,124.14852294921874,-23.12073459625244,36.085648727416995,-26.80529956817627,16.69680252075195,-25.16761894226074,7.240346670150757,-12.206172370910645,2.272710520029068,-14.603109169006348,-0.02690875232219696,-11.312477493286133,-8.365287685394287,-5.108445072174073,-4.706352496147156,-2.3814838357269763,-2.475936257839203,-3.117918586730957,-8.207850074768066,0.23872565031051635,0.3071861922740936,0.6159840583801269,0.23249895870685577,0.12599636912345885,0.24552135467529296,0.28215369284152986,0.41200666427612304,0.2438359171152115,0.2878863334655762,0.28701144456863403,0.3664210200309753,17.29778615613154,19.57276977095118,21.236713062664982,21.363006962363475,20.792628217568947,19.4435913043552,37.65151246843457,1832.075629464332,[78.99313413],1.5242530822753906,2.2283390045166014,270.74541015625,55.4269775390625,blues
-196.35824279785157,138.051318359375,-41.87247009277344,36.32605171203613,9.530204057693481,0.2675657033920288,-21.658416748046875,1.1697925619781018,-7.292821598052979,-4.797050356864929,-8.309137439727783,-2.828841269016266,-6.735325527191162,-9.827634906768798,-6.602460193634033,-9.953098487854003,-11.056807327270509,-6.857058334350586,-3.4294101357460023,-6.5921107769012455,0.4286707639694214,0.21952371001243592,0.131034716963768,0.15343187153339385,0.24480396509170532,0.489955347776413,0.24318815767765045,0.16929459869861602,0.2899271160364151,0.4619423866271973,0.35732505917549134,0.3100916802883148,24.6042003090322,21.060370971683625,22.18418938812606,21.204381255882748,21.73959460839457,20.104712137270518,32.6487686700677,1459.6318189146102,[106.640625],1.6321588516235352,2.380926322937012,232.1443115234375,53.716180419921876,blues
-180.6027038574219,138.33079528808594,-28.305774307250978,41.49003448486328,3.937328410148621,12.106751632690429,-21.531522369384767,9.348565030097962,-12.04589786529541,-2.8557505130767824,-8.902046489715577,-6.5856242179870605,-3.818293881416321,-7.803064250946045,-9.087164878845215,-8.301115894317627,-10.628415489196778,-10.746381378173828,-4.679336833953857,-8.607397174835205,0.2686756461858749,0.2733603179454803,0.28705696761608124,0.2104994535446167,0.2448281466960907,0.2610242635011673,0.20616693496704103,0.20214119255542756,0.2946042686700821,0.476271653175354,0.5952446937561036,0.386878502368927,20.15847192723471,20.058835339876616,20.68629287306878,19.54842348573879,20.712421031712843,19.52131991927011,35.825351496685634,1452.417738949304,[93.0158944],1.551055335998535,1.9702285766601562,224.19619140625,50.9288330078125,blues
-121.74309844970703,122.88827667236328,-15.086887741088868,46.51709747314453,-8.517743968963623,20.537279510498045,-19.509569931030274,23.390342712402344,-12.172109603881836,21.469231796264648,-7.042327404022217,7.275353622436524,-13.02075252532959,5.331046295166016,-5.450305557250976,-1.2187718868255615,-7.256445503234863,2.9116726398468016,3.2377555131912232,-2.5198157787323,0.32415536046028137,0.3068679690361023,0.3685309112071991,0.4248830735683441,0.5180993378162384,0.45666876435279846,0.49466161131858827,0.36294756531715394,0.3777167320251465,0.4602480590343475,0.37286306619644166,0.45993884205818175,29.45145932302976,15.134623793641126,17.037059496541186,17.035654064938377,19.78430122753782,17.617755863061063,40.31691881114263,1719.7113475220024,[83.35433468],1.4409523010253906,1.573207473754883,109.057470703125,65.14547729492188,blues
-214.7110595703125,117.3609405517578,-13.777963447570801,41.04359741210938,-22.41089973449707,15.043567657470703,-11.107448196411132,10.779620170593262,-15.813344764709473,5.879161262512207,-7.520832490921021,5.112261934578418,-0.9952252507209778,-4.015743684768677,-1.3498880758881568,-0.3653330564498901,-2.571763074398041,-1.7456373214721679,2.4720537424087525,-3.9587465167045592,0.24770423173904418,0.28885179162025454,0.487387079000473,0.24070669412612916,0.19317115247249603,0.2672771543264389,0.22294497191905976,0.4178832471370697,0.2529452174901962,0.18030985891819,0.23279131054878235,0.24142163395881652,14.30026896604223,17.607973300037393,21.839642806255405,20.23541597002796,18.602466414471444,18.92686267063727,36.255061632616446,1817.8464326805283,[99.6352224],1.2425333976745605,1.1681734085083009,243.006201171875,98.93983154296875,blues
